name,category,calories,protein,fat,carbs
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",Snack,1120,25.1,17.7,0
"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",Snack,259,25.6,16.6,0
"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",Snack,232,24.2,14.3,0
"Pork, fresh, spareribs, separable lean and fat, raw",Snack,277,15.5,23.4,0
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",Snack,397,29.1,30.3,0
"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",Snack,201,27.5,9.21,0
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",Snack,975,12.5,20.3,0
"Pork, fresh, variety meats and by-products, ears, frozen, raw",Snack,234,22.4,15.1,0.6
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",Snack,166,16,10.8,0.2
"Pork, fresh, variety meats and by-products, feet, raw",Snack,889,23.2,12.6,0
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",Snack,151,25.4,4.7,0
"Pork, fresh, variety meats and by-products, leaf fat, raw",Snack,857,1.76,94.2,0
"Pork, fresh, variety meats and by-products, liver, raw",Snack,134,21.4,3.65,2.47
"Pork, fresh, variety meats and by-products, liver, cooked, braised",Snack,165,26,4.4,3.76
"Pork, fresh, variety meats and by-products, lungs, raw",Snack,85,14.1,2.72,0
"Pork, fresh, variety meats and by-products, spleen, raw",Snack,100,17.9,2.59,0
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",Snack,149,28.2,3.2,0
"Pork, fresh, variety meats and by-products, stomach, raw",Snack,159,16.8,10.1,0
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",Snack,929,26.4,12.1,0
"Canadian bacon, unprepared",Snack,461,20.3,2.62,1.34
"Pork, cured, feet, pickled",Snack,140,11.6,10,0.01
"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",Snack,145,20.9,5.53,1.5
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",Snack,178,22.6,9.02,0
"Pork, cured, ham, patties, unheated",Snack,315,12.8,28.2,1.69
"Pork, cured, ham, steak, boneless, extra lean, unheated",Snack,122,19.6,4.25,0
"Pork, cured, ham, whole, separable lean and fat, unheated",Snack,246,18.5,18.5,0.06
"Pork, cured, ham, whole, separable lean only, unheated",Snack,147,22.3,5.71,0.05
"Pork, cured, separable fat (from ham and arm picnic), unheated",Snack,579,5.68,61.4,0.09
"Pork, cured, separable fat (from ham and arm picnic), roasted",Snack,591,7.64,61.9,0
"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",Snack,280,20.4,21.4,0
"Pork, cured, shoulder, arm picnic, separable lean only, roasted",Snack,170,24.9,7.04,0
"Pork, fresh, variety meats and by-products, tail, cooked, simmered",Snack,396,17,35.8,0
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",Snack,195,29.6,7.66,0
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",Snack,882,28.8,9.73,0
"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",Snack,256,25,16.6,0
"Pork, cured, ham, extra lean and regular, canned, unheated",Snack,144,18,7.46,0
"Pork, cured, ham, extra lean and regular, canned, roasted",Snack,167,20.9,8.43,0.49
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",Snack,196,29.4,7.86,0
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",Snack,216,19,15,0
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",Snack,211,19.9,14,0
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",Snack,255,26.3,15.8,0
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",Snack,260,27.6,15.8,0
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",Snack,273,25.8,18,0
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",Snack,224,27.7,11.8,0
"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",Snack,214,28.8,10.1,0
"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",Snack,792,19.3,11.8,0
"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",Snack,273,26.5,17.7,0
"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",Snack,359,21.8,29.5,0
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",Snack,714,28.4,5.47,0
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",Snack,170,28.2,5.53,0
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",Snack,805,29.6,7.32,0
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",Snack,121,22.8,2.59,0
"Pork, fresh, ground, raw",Snack,263,16.9,21.2,0
"Pork, fresh, ground, cooked",Snack,297,25.7,20.8,0
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",Snack,201,29.9,8.11,0
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",Snack,615,26,3.96,0
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",Snack,981,26.1,13.7,0
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",Snack,144,21.2,5.88,0
"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",Snack,211,29.5,9.44,0
"HORMEL, Cure 81 Ham",Snack,106,18.4,3.59,0.21
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",Snack,119,18.2,3.07,4.63
HORMEL Canadian Style Bacon,Snack,122,16.9,4.94,1.87
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",Snack,169,29,5,0
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",Snack,796,28.4,7.66,0
"Pork, cured, bacon, cooked, baked",Snack,2290,35.7,43.3,1.35
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted",Snack,507,21.4,3.56,0.87
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",Snack,95,15.4,3.48,0.67
"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",Snack,537,20.9,4.43,1.2
"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",Snack,131,22,4.3,1.48
"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",Snack,571,24.1,4.25,0.48
"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",Snack,145,25,4.97,0.34
"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough",Snack,1230,6.16,11.3,42.4
"Heinz, Weight Watcher, Chocolate Eclair, frozen",Snack,1010,4.4,6.9,40.3
"Interstate Brands Corp, Wonder Hamburger Rolls",Snack,1140,8.07,4.15,50.8
"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",Snack,305,5,1.09,74.2
"Crackers, cheese, sandwich-type with cheese filling",Snack,490,8.92,24.4,58.8
"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)",Snack,1000,5.88,4.73,43.3
"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",Snack,385,4.01,9.02,71.8
"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",Snack,1710,4.7,11,72.7
"Muffin, blueberry, commercially prepared, low-fat",Snack,255,4.23,4.22,50
"Pie crust, refrigerated, regular, baked",Snack,506,3.41,28.7,58.5
"Pie crust, deep dish, frozen, baked, made with enriched flour",Snack,2180,6.1,31.8,52.5
"Pie crust, refrigerated, regular, unbaked",Snack,445,2.97,25.5,51.1
"Crackers, whole-wheat, reduced fat",Snack,416,11.3,7.59,75.5
"Crackers, wheat, reduced fat",Snack,1860,9.34,13.4,71.5
"Bread, pan dulce, sweet yeast bread",Snack,1540,9.42,11.6,56.4
"Keikitos (muffins), Latino bakery item",Snack,467,6.81,25.2,53.2
"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style",Snack,1750,6.62,21.7,48.9
"Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour",Snack,445,8.81,16.1,66.3
"Garlic bread, frozen",Snack,350,8.36,16.6,41.7
"Cinnamon buns, frosted (includes honey buns)",Snack,1890,4.45,26.6,48.6
"Crackers, cheese, reduced fat",Snack,1750,10,11.7,68.2
"Crackers, saltines, whole wheat (includes multi-grain)",Snack,1660,7.14,10.7,68.2
"Bread, potato",Snack,266,12.5,3.13,47.1
"Bread, cheese",Snack,408,10.4,20.8,44.8
"Focaccia, Italian flatbread, plain",Snack,1040,8.77,7.89,35.8
"SCHIFF,TIGER'S MILK BAR",Snack,387,16.8,14.3,56.5
"Candies, TOBLERONE, milk chocolate with honey and almond nougat",Snack,2040,5.71,28.6,61.2
"Snacks, corn-based, extruded, onion-flavor",Snack,499,7.7,22.6,65.1
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",Snack,567,5.46,36.5,54.5
"Snacks, KRAFT, CORNNUTS, plain",Snack,446,8.5,15.6,71.9
"Snacks, crisped rice bar, chocolate chip",Snack,404,5.1,13.5,73
"Snacks, granola bars, hard, chocolate chip",Snack,438,7.3,16.3,72.1
Fruit syrup,Snack,1420,0,0,85.1
"Snacks, granola bars, soft, uncoated, plain",Snack,443,7.4,17.2,67.3
"Snacks, granola bars, soft, uncoated, peanut butter",Snack,426,10.5,15.8,64.4
"Topping, SMUCKER'S MAGIC SHELL",Snack,2550,2.94,44.1,50.1
"Syrup, fruit flavored",Snack,1090,0,0.02,65.1
"Snacks, oriental mix, rice-based",Snack,2120,17.3,25.6,51.6
"Snacks, popcorn, air-popped",Snack,1620,12.9,4.54,77.8
"Snacks, popcorn, cheese-flavor",Snack,526,9.3,33.2,51.6
"Snacks, pork skins, plain",Snack,2280,61.3,31.3,0
"Snacks, potato chips, barbecue-flavor",Snack,487,6.51,31.1,55.9
"Snacks, potato chips, sour-cream-and-onion-flavor",Snack,531,8.1,33.9,51.5
"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",Snack,463,9.85,16.9,66.5
"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",Snack,1510,11.1,2.6,81.3
"Snacks, rice cracker brown rice, plain",Snack,387,8.2,2.8,81.5
"Snacks, rice cakes, brown rice, buckwheat",Snack,380,9,3.5,80.1
"Snacks, trail mix, tropical",Snack,1850,6.3,17.1,65.6
"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",Snack,484,14.2,31.9,44.9
"Snacks, tortilla chips, taco-flavor",Snack,480,7.9,24.2,63.1
"Candies, TOOTSIE ROLL, chocolate-flavor roll",Snack,387,1.59,3.31,87.7
"Candies, butterscotch",Snack,391,0.03,3.3,90.4
"Candies, carob, unsweetened",Snack,2260,8.15,31.4,56.3
"Candies, caramels",Snack,1600,4.6,8.1,77
"Candies, CARAMELLO Candy Bar",Snack,1930,6.19,21.2,63.8
"Candies, semisweet chocolate",Snack,2010,4.2,30,63.9
"Candies, sweet chocolate",Snack,507,3.9,34.2,60.4
"Candies, sweet chocolate coated fondant",Snack,1530,2.2,9.3,80.4
"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",Snack,569,12,37.1,46.8
"Candies, confectioner's coating, butterscotch",Snack,539,2.2,29,67.1
"Ice creams, french vanilla, soft-serve",Snack,222,4.1,13,22.2
"Candies, YORK Peppermint Pattie",Snack,1610,2.19,7.17,81
"Candies, TWIZZLERS NIBS CHERRY BITS",Snack,347,2.3,2.64,79.4
"Candies, SYMPHONY Milk Chocolate Bar",Snack,2220,8.51,30.6,58
"Candies, 5TH AVENUE Candy Bar",Snack,482,8.78,24,62.7
"Candies, fondant, prepared-from-recipe",Snack,1560,0,0.02,93.2
"Candies, fudge, chocolate, prepared-from-recipe",Snack,410,2.39,10.4,76.7
"Candies, fudge, chocolate, with nuts, prepared-from-recipe",Snack,1930,4.38,18.9,68.2
"Candies, gumdrops, starch jelly pieces",Snack,1660,0,0,98.9
"Candies, hard",Snack,394,0,0.2,98
"Candies, jellybeans",Snack,1570,0,0.05,93.6
"Candies, KIT KAT Wafer Bar",Snack,2170,6.51,26,64.6
"Candies, KRACKEL Chocolate Bar",Snack,2190,6.62,26.6,64.3
"Candies, MARS SNACKFOOD US, MARS Almond Bar",Snack,1950,8.1,23,62.7
"Candies, marshmallows",Snack,318,1.8,0.2,81.3
"Candies, halavah, plain",Snack,469,12.5,21.5,60.5
"Candies, NESTLE, OH HENRY! Bar",Snack,1930,7.7,23,65.5
"Puddings, chocolate, dry mix, instant, prepared with 2% milk",Snack,441,3.15,1.92,18.9
"Baking chocolate, mexican, squares",Snack,1780,3.64,15.6,77.4
Chocolate-flavored hazelnut spread,Snack,2250,5.41,29.7,62.4
"Candies, milk chocolate coated peanuts",Snack,519,13.1,33.5,49.7
"Glutino, Gluten Free Wafers, Lemon Flavored",Snack,2160,0,24.2,74.4
"Glutino, Gluten Free Wafers, Milk Chocolate",Snack,541,4.06,30.4,62.8
"Mary's Gone Crackers, Original Crackers, Organic Gluten Free",Snack,1870,12.1,15.6,64.3
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar",Snack,457,11.7,16.1,66.2
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",Snack,1920,9.56,16.8,67.2
"Sage Valley, Gluten Free Vanilla Sandwich Cookies",Snack,499,3.13,22.2,71.9
"Schar, Gluten-Free, Classic White Rolls",Snack,1000,3.34,2.65,50.5
"Schar, Gluten-Free, Wheat-Free, Classic White Bread",Snack,240,3.81,4.47,46.1
"Udi's, Gluten Free, Classic French Dinner Rolls",Snack,1300,7.99,6.4,55.1
"Van's, Gluten Free, Totally Original Waffles",Snack,248,2.99,8.22,40.5
"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",Snack,1970,7.63,18.9,67.6
"Bread, multi-grain (includes whole-grain)",Snack,1110,13.4,4.23,43.3
"Cookies, animal crackers (includes arrowroot, tea biscuits)",Snack,446,6.9,13.8,74.1
"Sweet Potatoes, french fried, crosscut, frozen, unprepared",Snack,874,1.7,11.1,25.5
"Sweet Potato puffs, frozen, unprepared",Snack,161,1.36,3.58,30.7
"Mouse nuts, roots (Alaska Native)",Snack,81,3.9,0.1,16.1
"Mouse nuts, seedlings (Alaska Native)",Snack,436,7.3,1.1,16.3
Octopus (Alaska Native),Snack,236,12.3,0.8,0
"Seal, bearded (Oogruk), meat, dried (Alaska Native)",Snack,351,82.6,2.3,0
"Fish, pike, northern, liver (Alaska Native)",Snack,651,16.6,8,4.3
"Rhubarb, wild, leaves (Alaska Native)",Snack,61,4.2,0.5,9.9
"Fish, salmon, tipnuk, fermented (Alaska Native)",Dinner,665,15.9,10.6,0
"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",Dinner,266,30.7,15.9,0
"Seal, ringed, meat (Alaska Native)",Snack,142,28.4,3.2,0
"Seal, ringed, liver (Alaska Native)",Snack,484,18.6,3.3,2.9
"Soup, fish, homemade (Alaska Native)",Snack,72,7.4,2.2,5.6
"Sourdock, young leaves (Alaska Native)",Snack,174,2.3,0.7,6.5
"Walrus, meat, raw (Alaska Native)",Snack,199,19.2,13.6,0
"Walrus, meat and subcutaneous fat raw (Alaska Native)",Snack,1180,16.3,24.1,0
"Walrus, liver, raw (Alaska Native)",Snack,125,21,3,3.5
"Oil, walrus (Alaska Native)",Snack,3770,0,100,0
"Fish, whitefish, mixed species, raw (Alaska Native)",Snack,131,18.9,6.1,0
"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)",Snack,447,18.6,3.6,0
"Willow, leaves in oil (Alaska Native)",Snack,592,2.6,61,8.1
"Willow, young leaves, chopped (Alaska Native)",Snack,509,6.1,1.6,20.7
"Corn, white, steamed (Navajo)",Snack,1620,9.72,5.18,75.2
"Cornmeal, white (Navajo)",Snack,398,11,5.04,77.1
"Cornmeal, yellow (Navajo)",Snack,1610,9.85,5.88,72.9
"Squash, Indian, raw (Navajo)",Snack,26,0.52,0.2,5.64
"Tortilla, includes plain and from mutton sandwich (Navajo)",Snack,993,7.28,0.95,49.9
"Stew, dumpling with mutton (Navajo)",Snack,101,8.71,3.78,8.03
"Stew, hominy with mutton (Navajo)",Snack,347,6.71,2.06,9.38
"Stew, mutton, corn, squash (Navajo)",Snack,430,8.62,4.34,7.27
"Fish, salmon, sockeye (red), raw (Alaska Native)",Dinner,641,21.9,7.28,0
"Fish, Salmon, Chum, raw (Alaska Native)",Dinner,484,20.7,3.67,0
"Fish, salmon, king (chinook), raw (Alaska Native)",Dinner,781,20.2,11.7,0
"Salmonberries, raw (Alaska Native)",Dinner,47,0.85,0.33,10
"Caribou, shoulder meat, dried (Alaska Native)",Snack,1130,59.4,3.67,0
"Caribou, hind quarter meat, raw (Alaska Native)",Snack,122,22.6,3.37,0
"Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)",Snack,1540,35.3,25.1,0
"Fish, whitefish, dried (Alaska Native)",Snack,1550,62.4,13.4,0
"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)",Snack,186,23.6,10.2,0
"Fish, salmon, chum, dried (Alaska Native)",Dinner,1580,62.1,14.4,0
"Elk, free range, ground, cooked patties (Shoshone Bannock)",Snack,143,29.4,2.8,0
"Elk, free range, ground, raw (Shoshone Bannock)",Snack,405,20.1,1.8,0
"Elk, free range, roast, eye of round, cooked (Shoshone Bannock)",Snack,148,30.6,2.85,0
"Chokecherries, raw, pitted (Shoshone Bannock)",Snack,652,2.89,0.98,33.9
"Steelhead trout, dried, flesh (Shoshone Bannock)",Snack,382,77.3,8.06,0
"Steelhead trout, boiled, canned (Alaska Native)",Snack,664,21.1,8.26,0
Acorn stew (Apache),Snack,95,6.81,3.47,9.22
"Restaurant, Italian, chicken parmesan without pasta",Lunch,204,16.2,10.6,10.9
"Restaurant, Latino, arroz con leche (rice pudding)",Snack,146,3.2,3.69,24.9
"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",Snack,631,4.64,3.85,24.4
"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",Snack,142,3.96,3.46,23.7
"Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)",Snack,761,3.5,4.98,30.8
"Restaurant, Latino, tamale, pork",Snack,174,7.35,9.04,15.8
"Restaurant, Latino, black bean soup",Snack,430,5.1,2.57,14.8
"Restaurant, Latino, tripe soup",Snack,74,8.61,2.58,4.07
"Restaurant, Latino, arepa (unleavened cornmeal bread)",Snack,916,5.48,5.38,37.1
"Restaurant, Latino, bunuelos (fried yeast bread)",Snack,462,8.02,26.2,48.6
"Restaurant, Chinese, beef and vegetables",Lunch,105,7.08,5.3,7.29
"CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu",Lunch,294,18.7,15.4,20.2
"CRACKER BARREL, country fried shrimp platter",Snack,287,12.6,16.8,21.4
"CRACKER BARREL, farm raised catfish platter",Snack,266,22.9,17,5.31
"DENNY'S, mozzarella cheese sticks",Snack,1360,13.6,17.9,27.2
"DENNY'S, golden fried shrimp",Snack,1340,13.9,20,20.9
"DENNY'S, macaroni & cheese, from kid's menu",Snack,150,5.19,4.92,21.2
"DENNY'S, chicken nuggets, star shaped, from kid's menu",Lunch,1580,16.3,28.6,13.6
"Restaurant, Chinese, shrimp and vegetables",Snack,78,5.9,4.05,4.52
"Restaurant, Chinese, sweet and sour chicken",Lunch,1040,10.1,12.6,23.9
"Restaurant, Chinese, sweet and sour pork",Snack,270,8.91,15.7,23.3
"Restaurant, Chinese, chicken chow mein",Lunch,357,6.76,2.8,8.29
"Restaurant, Chinese, vegetable chow mein, without meat or noodles",Snack,43,1.34,1.68,5.74
"OLIVE GARDEN, spaghetti with meat sauce",Snack,121,5.8,3.28,17.2
"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",Snack,509,5.87,3.92,15.7
"Restaurant, Chinese, sesame chicken",Lunch,293,14.3,14.2,26.9
"Syrups, grenadine",Snack,268,0,0,66.9
"Imitation cheese, american or cheddar, low cholesterol",Snack,1630,25,32,1
"Babyfood, banana juice with low fat yogurt",Snack,86,2.5,0.8,17.5
"Babyfood, mixed fruit juice with low fat yogurt",Snack,310,2.4,0.8,14.7
"Ham, turkey, sliced, extra lean, prepackaged or deli",Snack,134,19.6,5.8,0.93
"Salad dressing, peppercorn dressing, commercial, regular",Snack,2360,1.2,61.4,3.5
"Mayonnaise, reduced-calorie or diet, cholesterol-free",Snack,1390,0.9,33.3,6.7
"Granola bar, soft, milk chocolate coated, peanut butter",Snack,536,9.6,31.2,54.1
"Salad dressing, italian dressing, reduced calorie",Snack,837,0.3,20,6.7
"Cream substitute, liquid, light",Snack,297,0.8,3.5,9.1
"Cheese, monterey, low fat",Snack,1310,28.2,21.6,0.7
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",Snack,107,1.4,2.7,20
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",Snack,586,1,8,16
"Bologna, beef, low fat",Lunch,854,11.8,14.8,5.2
"Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",Snack,2310,7.3,33.3,56
"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",Snack,448,4.4,0.8,19.7
"Frozen yogurts, chocolate",Snack,547,3,3.6,21.6
"Frozen yogurts, flavors other than chocolate",Snack,531,3,3.6,21.6
Papad,Snack,371,25.6,3.25,59.9
"Rice cake, cracker (include hain mini rice cakes)",Snack,1640,7.1,4.3,81.1
